@relation vastardisTest

@attribute Temperature numeric
@attribute Humidity numeric
@attribute PeopleInHouse numeric
%@attribute TotalElectricity numeric
%@attribute TotalGas numeric
%@attribute Time date "HH:mm:ss"
@attribute Day numeric {0, 1, 2, 3, 4, 5, 6}
@attribute Month {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11}
@attribute class {TurnOn(), TurnOff(), DoNothing()}

@data
17.175134, 44.553782, 0, 1, 1,  DoNothing()
17.277072, 51.552939, 0, 1, 1,  DoNothing()
15.789262, 47.577825, 0, 1, 1,  DoNothing()
18.340106, 40.196844, 0, 1, 1,  DoNothing()
19.617453, 50.350051, 0, 1, 1,  DoNothing()
14.727914, 51.032625, 0, 1, 1,  DoNothing()
17.577149, 34.515296, 0, 1, 1,  DoNothing()
20.756454, 54.155808, 0, 1, 1,  DoNothing()
17.607922, 48.557736, 0, 1, 1,  DoNothing()
20.773090, 51.978159, 0, 1, 1,  DoNothing()
14.823120, 60.009713, 0, 1, 1,  DoNothing()
20.631010, 43.599388, 0, 1, 1,  DoNothing()
17.615952, 40.719558, 0, 1, 1,  DoNothing()
13.666912, 46.580087, 0, 1, 1,  DoNothing()
18.469267, 53.338061, 0, 1, 1,  DoNothing()
15.257269, 53.452963, 0, 1, 1,  DoNothing()
18.879715, 51.490513, 0, 1, 1,  DoNothing()
15.943039, 44.206668, 0, 1, 1,  DoNothing()
18.103823, 55.841718, 0, 1, 1,  DoNothing()
14.113810, 59.292170, 0, 1, 1,  DoNothing()
21.504365, 49.117071, 0, 1, 1,  DoNothing()
15.765685, 48.384197, 0, 1, 1,  DoNothing()
21.073592, 55.722257, 0, 1, 1,  DoNothing()
18.389286, 44.935331, 0, 1, 1,  DoNothing()
16.761575, 56.041481, 0, 1, 1,  DoNothing()
17.783847, 48.288408, 0, 1, 1,  DoNothing()
19.404147, 41.843519, 0, 1, 1,  DoNothing()
19.756916, 55.624207, 0, 1, 1,  DoNothing()
14.195119, 51.048412, 0, 1, 1,  DoNothing()
20.206788, 65.099141, 2, 2, 1,  TurnOn()
16.079174, 49.012107, 0, 2, 1,  DoNothing()
19.554320, 52.107074, 0, 2, 1,  DoNothing()
18.038067, 48.227903, 0, 2, 1,  DoNothing()
18.518459, 51.066478, 0, 2, 1,  DoNothing()
18.654176, 51.760457, 0, 2, 1,  DoNothing()
18.692836, 54.365246, 0, 2, 1,  DoNothing()
17.122594, 48.630954, 0, 2, 1,  DoNothing()
17.470817, 49.518107, 0, 2, 1,  DoNothing()
18.079042, 47.904739, 0, 2, 1,  DoNothing()
18.662250, 46.898121, 0, 2, 1,  DoNothing()
17.492251, 54.723238, 0, 2, 1,  DoNothing()
18.205862, 47.973379, 0, 2, 1,  DoNothing()
20.383856, 50.093183, 0, 2, 1,  DoNothing()
17.101636, 58.937757, 0, 2, 1,  DoNothing()
19.657723, 51.982082, 0, 2, 1,  DoNothing()
19.256780, 57.199913, 0, 2, 1,  DoNothing()
18.950549, 51.464067, 0, 2, 1,  DoNothing()
19.887941, 55.286800, 0, 2, 1,  DoNothing()
24.775787, 53.354711, 0, 2, 1,  DoNothing()
20.026699, 53.156703, 0, 2, 1,  DoNothing()
13.296218, 53.386421, 0, 2, 1,  DoNothing()
19.741874, 53.388390, 0, 2, 1,  DoNothing()
18.444267, 53.116904, 0, 2, 1,  DoNothing()
16.664950, 59.812616, 0, 2, 1,  DoNothing()
19.944046, 42.437270, 0, 2, 1,  DoNothing()
17.738878, 62.172721, 0, 2, 1,  DoNothing()
16.361923, 48.793707, 0, 2, 1,  DoNothing()
19.291691, 49.963140, 0, 2, 1,  DoNothing()
17.922707, 49.030861, 0, 2, 1,  DoNothing()
17.456564, 47.194371, 0, 2, 1,  DoNothing()
17.890239, 38.970328, 0, 2, 1,  DoNothing()
18.418809, 46.620064, 0, 2, 1,  DoNothing()
20.277986, 50.397744, 0, 2, 1,  DoNothing()
14.752545, 56.543348, 0, 2, 1,  DoNothing()
14.610370, 54.549529, 0, 2, 1,  DoNothing()
18.317734, 54.704961, 0, 2, 1,  DoNothing()
21.458450, 53.713663, 0, 2, 1,  DoNothing()
15.213904, 46.907273, 0, 2, 1,  DoNothing()
18.957581, 51.146957, 0, 2, 1,  DoNothing()
20.955358, 46.696756, 0, 2, 1,  DoNothing()
17.837567, 44.195465, 0, 2, 1,  DoNothing()
15.685021, 43.902140, 0, 2, 1,  DoNothing()
18.245698, 51.448592, 0, 2, 1,  DoNothing()
18.643192, 52.099444, 0, 2, 1,  DoNothing()
22.521747, 51.516621, 0, 2, 1,  DoNothing()
15.945987, 44.935882, 0, 2, 1,  DoNothing()
19.782754, 50.435451, 0, 2, 1,  DoNothing()
18.516044, 52.248217, 0, 2, 1,  DoNothing()
19.511249, 43.764950, 0, 2, 1,  DoNothing()
15.216253, 49.580316, 0, 2, 1,  DoNothing()
21.435421, 46.841600, 0, 2, 1,  DoNothing()
16.442943, 51.560451, 0, 2, 1,  DoNothing()
19.678438, 50.256264, 0, 2, 1,  DoNothing()
18.447139, 48.913117, 0, 2, 1,  DoNothing()
17.351273, 46.710329, 0, 2, 1,  DoNothing()
19.250533, 41.192321, 0, 2, 1,  DoNothing()
16.813420, 52.918646, 0, 2, 1,  DoNothing()
19.130266, 51.988155, 0, 2, 1,  DoNothing()
17.861207, 58.950322, 0, 2, 1,  DoNothing()
20.268282, 44.525307, 0, 2, 1,  DoNothing()
19.710611, 55.457838, 0, 2, 1,  DoNothing()
21.808581, 46.134319, 0, 2, 1,  DoNothing()
17.239968, 52.345854, 0, 3, 1,  DoNothing()
17.263153, 49.925240, 0, 3, 1,  DoNothing()
15.949844, 45.032898, 0, 3, 1,  DoNothing()
14.880038, 55.467565, 0, 3, 1,  DoNothing()
14.025290, 47.514545, 0, 3, 1,  DoNothing()
15.634824, 56.650949, 0, 3, 1,  DoNothing()
18.212510, 44.565926, 0, 3, 1,  DoNothing()
16.955102, 50.380680, 0, 3, 1,  DoNothing()
19.976617, 48.085303, 0, 3, 1,  DoNothing()
19.626470, 56.922308, 0, 3, 1,  DoNothing()
15.274098, 49.144150, 0, 3, 1,  DoNothing()
20.249611, 51.999329, 0, 3, 1,  DoNothing()
19.160550, 47.120755, 0, 3, 1,  DoNothing()
16.562076, 50.024761, 0, 3, 1,  DoNothing()
18.852853, 57.331792, 0, 3, 1,  DoNothing()
18.196351, 53.901704, 0, 3, 1,  DoNothing()
15.838982, 58.078525, 0, 3, 1,  DoNothing()
17.928994, 52.594628, 0, 3, 1,  DoNothing()
18.125067, 45.691331, 0, 3, 1,  DoNothing()
15.776232, 52.212001, 0, 3, 1,  DoNothing()
21.116570, 50.927718, 0, 3, 1,  DoNothing()
14.152892, 52.244661, 0, 3, 1,  DoNothing()
19.790639, 48.816966, 0, 3, 1,  DoNothing()
15.374515, 51.114775, 0, 3, 1,  DoNothing()
17.048780, 48.598428, 0, 3, 1,  DoNothing()
15.339780, 48.890730, 0, 3, 1,  DoNothing()
17.739236, 48.295416, 0, 3, 1,  DoNothing()
17.186146, 56.515679, 0, 3, 1,  DoNothing()
20.944189, 41.718075, 0, 3, 1,  DoNothing()
17.206823, 45.664705, 0, 3, 1,  DoNothing()
19.652746, 52.092154, 0, 3, 1,  DoNothing()
17.257296, 46.586292, 0, 3, 1,  DoNothing()
21.030367, 35.201928, 0, 3, 1,  DoNothing()
17.474299, 51.965025, 0, 3, 1,  DoNothing()
19.401326, 49.599376, 0, 3, 1,  DoNothing()
21.118045, 53.940419, 0, 3, 1,  DoNothing()
17.158356, 51.296678, 0, 3, 1,  DoNothing()
17.354397, 55.080699, 0, 3, 1,  DoNothing()
18.056538, 38.156051, 0, 3, 1,  DoNothing()
18.262541, 48.983076, 0, 3, 1,  DoNothing()
24.049174, 52.994909, 0, 3, 1,  DoNothing()
17.068789, 46.446922, 0, 3, 1,  DoNothing()
18.371796, 51.264527, 0, 3, 1,  DoNothing()
18.548692, 52.530783, 0, 3, 1,  DoNothing()
19.854311, 60.670646, 0, 3, 1,  DoNothing()
19.404790, 48.770732, 0, 3, 1,  DoNothing()
16.140410, 59.565160, 0, 3, 1,  DoNothing()
17.214443, 52.759660, 0, 3, 1,  DoNothing()
22.066418, 54.784008, 3, 4, 1,  TurnOn()
22.221100, 54.860911, 0, 4, 1,  DoNothing()
15.825063, 58.305605, 0, 4, 1,  DoNothing()
19.335197, 44.852842, 0, 4, 1,  DoNothing()
19.827708, 53.473905, 0, 4, 1,  DoNothing()
15.480840, 44.875028, 0, 4, 1,  DoNothing()
21.273894, 43.633328, 0, 4, 1,  DoNothing()
16.248297, 42.779942, 0, 4, 1,  DoNothing()
15.609961, 51.390477, 0, 4, 1,  DoNothing()
18.456643, 47.551217, 0, 4, 1,  DoNothing()
17.445728, 51.855722, 0, 4, 1,  DoNothing()
19.699957, 47.004843, 0, 4, 1,  DoNothing()
18.283393, 41.578908, 0, 4, 1,  DoNothing()
19.718931, 39.743430, 0, 4, 1,  DoNothing()
17.831359, 57.955166, 0, 4, 1,  DoNothing()
18.903078, 54.757883, 0, 4, 1,  DoNothing()
20.056513, 48.717637, 0, 4, 1,  DoNothing()
17.541395, 46.561878, 0, 4, 1,  DoNothing()
16.185596, 56.509632, 0, 4, 1,  DoNothing()
13.904842, 54.219432, 0, 4, 1,  DoNothing()
19.294424, 62.516488, 0, 4, 1,  DoNothing()
21.193345, 38.452358, 0, 4, 1,  DoNothing()
18.589686, 50.445648, 0, 4, 1,  DoNothing()
18.575656, 46.101983, 0, 4, 1,  DoNothing()
19.833937, 56.917922, 0, 4, 1,  DoNothing()
16.025372, 49.897387, 0, 4, 1,  DoNothing()
16.815161, 50.517167, 0, 4, 1,  DoNothing()
15.787895, 51.753809, 0, 4, 1,  DoNothing()
17.905427, 44.463416, 0, 4, 1,  DoNothing()
17.293020, 44.441184, 0, 4, 1,  DoNothing()
24.144774, 51.560563, 0, 4, 1,  DoNothing()
18.322906, 43.829234, 0, 4, 1,  DoNothing()
17.961014, 59.962563, 0, 4, 1,  DoNothing()
20.539926, 49.916251, 0, 4, 1,  DoNothing()
18.262226, 59.414404, 0, 4, 1,  DoNothing()
19.591995, 39.827283, 0, 4, 1,  DoNothing()
18.666459, 48.088468, 0, 4, 1,  DoNothing()
18.331368, 56.095523, 0, 4, 1,  DoNothing()
20.209154, 49.441094, 0, 4, 1,  DoNothing()
17.509534, 48.445867, 0, 4, 1,  DoNothing()
14.097443, 49.712844, 0, 4, 1,  DoNothing()
17.237357, 54.578680, 0, 4, 1,  DoNothing()
18.636072, 57.478344, 0, 4, 1,  DoNothing()
16.886062, 62.273569, 0, 4, 1,  DoNothing()
14.647579, 54.184092, 0, 4, 1,  DoNothing()
20.220410, 60.964940, 0, 4, 1,  DoNothing()
21.336860, 53.386229, 0, 4, 1,  DoNothing()
19.133070, 47.936648, 0, 4, 1,  DoNothing()
15.605042, 45.409040, 0, 4, 1,  DoNothing()
20.062663, 41.758536, 0, 4, 1,  DoNothing()
14.887846, 48.068129, 0, 4, 1,  DoNothing()
17.162970, 50.125647, 0, 4, 1,  DoNothing()
19.303313, 44.856596, 0, 4, 1,  DoNothing()
17.140875, 51.668158, 0, 4, 1,  DoNothing()
21.113456, 45.387261, 0, 4, 1,  DoNothing()
16.588335, 57.875877, 0, 4, 1,  DoNothing()
20.028134, 57.287251, 0, 4, 1,  DoNothing()
17.411057, 41.575441, 0, 4, 1,  DoNothing()
14.301056, 43.343647, 0, 4, 1,  DoNothing()
20.270473, 50.633177, 0, 4, 1,  DoNothing()
20.566196, 44.499071, 0, 4, 1,  DoNothing()
19.326368, 47.394581, 0, 4, 1,  DoNothing()
17.132145, 41.562227, 0, 4, 1,  DoNothing()
18.117384, 50.281327, 0, 4, 1,  DoNothing()
19.047505, 49.218111, 0, 4, 1,  DoNothing()
15.093678, 52.820309, 0, 4, 1,  DoNothing()
17.848652, 51.522256, 0, 4, 1,  DoNothing()
16.296776, 51.869037, 0, 4, 1,  DoNothing()
15.961358, 58.945661, 0, 5, 1,  DoNothing()
17.241750, 52.313286, 0, 5, 1,  DoNothing()
18.236662, 43.952411, 0, 5, 1,  DoNothing()
18.857402, 48.399500, 0, 5, 1,  DoNothing()
19.205081, 49.405688, 0, 5, 1,  DoNothing()
20.185254, 49.043286, 0, 5, 1,  DoNothing()
20.442924, 51.267885, 0, 5, 1,  DoNothing()
21.376357, 47.400370, 0, 5, 1,  DoNothing()
19.327119, 50.303886, 0, 5, 1,  DoNothing()
17.868804, 46.877011, 0, 5, 1,  DoNothing()
20.265766, 47.103278, 0, 5, 1,  DoNothing()
19.112570, 46.128216, 0, 5, 1,  DoNothing()
14.590872, 51.597495, 0, 5, 1,  DoNothing()
15.125866, 46.022288, 0, 5, 1,  DoNothing()
16.103332, 49.571207, 0, 5, 1,  DoNothing()
15.582005, 47.446027, 0, 5, 1,  DoNothing()
22.482156, 55.338924, 0, 5, 1,  DoNothing()
16.662637, 45.039152, 0, 5, 1,  DoNothing()
17.133543, 46.356933, 0, 5, 1,  DoNothing()
21.553569, 54.293416, 0, 5, 1,  DoNothing()
18.618774, 50.049132, 0, 5, 1,  DoNothing()
14.625890, 37.939396, 0, 5, 1,  DoNothing()
16.455874, 49.091193, 0, 5, 1,  DoNothing()
17.722263, 44.080015, 0, 5, 1,  DoNothing()
18.861307, 59.270181, 0, 5, 1,  DoNothing()
16.876586, 46.668448, 0, 5, 1,  DoNothing()
18.460287, 52.221602, 0, 5, 1,  DoNothing()
18.807928, 49.774757, 0, 5, 1,  DoNothing()
17.300564, 41.214008, 0, 5, 1,  DoNothing()
16.695414, 54.101267, 0, 5, 1,  DoNothing()
22.047591, 44.748937, 0, 5, 1,  DoNothing()
18.177663, 51.330818, 0, 5, 1,  DoNothing()
17.028808, 50.900812, 0, 5, 1,  DoNothing()
17.910324, 47.090905, 0, 5, 1,  DoNothing()
19.220870, 51.796707, 0, 5, 1,  DoNothing()
16.263545, 41.987497, 0, 5, 1,  DoNothing()
20.209692, 51.548269, 0, 5, 1,  DoNothing()
17.313688, 54.302364, 0, 5, 1,  DoNothing()
18.423505, 47.335411, 0, 5, 1,  DoNothing()
19.966893, 48.289875, 0, 5, 1,  DoNothing()
17.878016, 55.219339, 0, 5, 1,  DoNothing()
15.061159, 55.045351, 0, 5, 1,  DoNothing()
16.848613, 52.289385, 0, 5, 1,  DoNothing()
16.521205, 54.913398, 0, 5, 1,  DoNothing()
17.354206, 57.275514, 0, 5, 1,  DoNothing()
18.056251, 49.917537, 0, 5, 1,  DoNothing()
18.256060, 51.085266, 0, 5, 1,  DoNothing()
17.393483, 50.260586, 0, 5, 1,  DoNothing()
15.286866, 46.518015, 0, 5, 1,  DoNothing()
16.882384, 60.183939, 0, 5, 1,  DoNothing()
16.098577, 40.734769, 0, 5, 1,  DoNothing()
21.997998, 41.957020, 0, 5, 1,  DoNothing()
21.521636, 48.942630, 0, 5, 1,  DoNothing()
15.987958, 50.608773, 0, 5, 1,  DoNothing()
19.686553, 52.218518, 0, 5, 1,  DoNothing()
18.826454, 58.661808, 0, 5, 1,  DoNothing()
20.724454, 67.158027, 4, 6, 1,  TurnOn()
17.769191, 49.475492, 0, 6, 1,  DoNothing()
18.874224, 41.544939, 0, 6, 1,  DoNothing()
21.787822, 52.522844, 0, 6, 1,  DoNothing()
16.348881, 46.930545, 0, 6, 1,  DoNothing()
16.134264, 48.109479, 0, 6, 1,  DoNothing()
16.815877, 57.207915, 0, 6, 1,  DoNothing()
18.306116, 48.565662, 0, 6, 1,  DoNothing()
17.731968, 53.773797, 0, 6, 1,  DoNothing()
21.750651, 58.738264, 0, 6, 1,  DoNothing()
18.494488, 51.898043, 0, 6, 1,  DoNothing()
15.583107, 47.992749, 0, 6, 1,  DoNothing()
17.079852, 47.663458, 0, 6, 1,  DoNothing()
19.548743, 53.819679, 0, 6, 1,  DoNothing()
18.106564, 48.258057, 0, 6, 1,  DoNothing()
22.479885, 49.493570, 0, 6, 1,  DoNothing()
15.973986, 57.198530, 0, 6, 1,  DoNothing()
16.806302, 45.385249, 0, 6, 1,  DoNothing()
18.468918, 48.889098, 0, 6, 1,  DoNothing()
20.880741, 50.375868, 0, 6, 1,  DoNothing()
13.920493, 46.736607, 0, 6, 1,  DoNothing()
15.854584, 49.126038, 0, 6, 1,  DoNothing()
16.047979, 49.769407, 0, 6, 1,  DoNothing()
21.287522, 53.005163, 0, 6, 1,  DoNothing()
18.659173, 39.562772, 0, 6, 1,  DoNothing()
20.321744, 55.393543, 0, 6, 1,  DoNothing()
16.766657, 45.797610, 0, 6, 1,  DoNothing()
17.026045, 54.986677, 0, 6, 1,  DoNothing()
19.623364, 57.819269, 0, 6, 1,  DoNothing()
19.229792, 39.692603, 0, 6, 1,  DoNothing()
16.752962, 55.484546, 0, 6, 1,  DoNothing()
19.659594, 47.205075, 0, 6, 1,  DoNothing()
22.039708, 47.492702, 0, 6, 1,  DoNothing()
20.694401, 57.909911, 0, 6, 1,  DoNothing()
15.913978, 55.941557, 0, 6, 1,  DoNothing()
17.713081, 47.566161, 0, 6, 1,  DoNothing()
19.898541, 44.661104, 0, 6, 1,  DoNothing()
16.843455, 44.966984, 0, 6, 1,  DoNothing()
15.296803, 55.135286, 0, 6, 1,  DoNothing()
18.431658, 54.122944, 0, 6, 1,  DoNothing()
16.541697, 53.339916, 0, 6, 1,  DoNothing()
14.487039, 50.508076, 0, 6, 1,  DoNothing()
15.540492, 55.189408, 0, 6, 1,  DoNothing()
17.605789, 44.341832, 0, 6, 1,  DoNothing()
16.153540, 52.016685, 0, 6, 1,  DoNothing()
20.403643, 47.795254, 0, 6, 1,  DoNothing()
18.301193, 51.889729, 0, 6, 1,  DoNothing()
17.590257, 47.221966, 0, 6, 1,  DoNothing()
15.519126, 49.047358, 0, 6, 1,  DoNothing()
16.173592, 52.632709, 0, 6, 1,  DoNothing()
19.521175, 49.734248, 0, 6, 1,  DoNothing()
16.947063, 55.537292, 0, 6, 1,  DoNothing()
17.996284, 42.931852, 0, 6, 1,  DoNothing()
15.842814, 47.606900, 0, 6, 1,  DoNothing()
17.264684, 54.316710, 0, 6, 1,  DoNothing()
16.699162, 57.047662, 0, 6, 1,  DoNothing()
18.508211, 53.906483, 0, 6, 1,  DoNothing()
14.811975, 47.253019, 0, 6, 1,  DoNothing()
15.983631, 43.820200, 0, 6, 1,  DoNothing()
20.893577, 43.544522, 0, 6, 1,  DoNothing()
19.137080, 47.844511, 0, 6, 1,  DoNothing()
15.694130, 46.102716, 0, 6, 1,  DoNothing()
15.175049, 46.502278, 0, 6, 1,  DoNothing()
20.151311, 55.651761, 0, 0, 2,  DoNothing()
20.259711, 46.793676, 0, 0, 2,  DoNothing()
18.201322, 49.578143, 0, 0, 2,  DoNothing()
16.927401, 51.281626, 0, 0, 2,  DoNothing()
14.441618, 47.534820, 0, 0, 2,  DoNothing()
19.636457, 45.135342, 0, 0, 2,  DoNothing()
19.740298, 42.784073, 0, 0, 2,  DoNothing()
17.298346, 40.936451, 0, 0, 2,  DoNothing()
20.168534, 55.349151, 0, 0, 2,  DoNothing()
17.347922, 47.248013, 0, 0, 2,  DoNothing()
17.233814, 54.977309, 0, 0, 2,  DoNothing()
17.403739, 52.976421, 0, 0, 2,  DoNothing()
17.629855, 50.924868, 0, 0, 2,  DoNothing()
16.957425, 46.853391, 0, 0, 2,  DoNothing()
12.433417, 48.906216, 0, 0, 2,  DoNothing()
19.066735, 50.828860, 0, 0, 2,  DoNothing()
17.087648, 43.596869, 0, 0, 2,  DoNothing()
15.062362, 49.080000, 0, 0, 2,  DoNothing()
17.043892, 56.611466, 0, 0, 2,  DoNothing()
18.433785, 49.810796, 0, 0, 2,  DoNothing()
19.964920, 53.632284, 0, 0, 2,  DoNothing()
14.696460, 48.794748, 0, 0, 2,  DoNothing()
17.018310, 47.833101, 0, 0, 2,  DoNothing()
19.060374, 58.436055, 0, 0, 2,  DoNothing()
16.088388, 51.432098, 0, 0, 2,  DoNothing()
14.586902, 69.492501, 0, 0, 2,  DoNothing()
18.135488, 42.250507, 0, 0, 2,  DoNothing()
17.659907, 50.266328, 0, 0, 2,  DoNothing()
16.728391, 50.154696, 0, 0, 2,  DoNothing()
16.778405, 45.237566, 0, 0, 2,  DoNothing()
16.550584, 47.009658, 0, 0, 2,  DoNothing()
17.259057, 49.071477, 0, 0, 2,  DoNothing()
16.798481, 55.333094, 0, 0, 2,  DoNothing()
17.821613, 47.128473, 0, 0, 2,  DoNothing()
21.441622, 48.942610, 0, 0, 2,  DoNothing()
18.146872, 49.808674, 0, 0, 2,  DoNothing()
17.821161, 45.188082, 0, 0, 2,  DoNothing()
17.011287, 62.568123, 0, 0, 2,  DoNothing()
16.263483, 51.984460, 0, 0, 2,  DoNothing()
19.443432, 51.005803, 0, 0, 2,  DoNothing()
18.724819, 49.336680, 0, 0, 2,  DoNothing()
15.353509, 49.091840, 0, 0, 2,  DoNothing()
18.103483, 48.746586, 0, 0, 2,  DoNothing()
24.661662, 42.504084, 0, 0, 2,  DoNothing()
14.733718, 44.651275, 0, 0, 2,  DoNothing()
21.951901, 48.601663, 0, 0, 2,  DoNothing()
17.355195, 55.308325, 0, 0, 2,  DoNothing()
15.603327, 48.792590, 0, 0, 2,  DoNothing()
17.449610, 50.543447, 0, 0, 2,  DoNothing()
20.435284, 51.526813, 4, 1, 2,  TurnOn()
24.158171, 60.079913, 3, 1, 2,  TurnOn()
17.930394, 43.790436, 0, 1, 2,  DoNothing()
15.863369, 55.630365, 0, 1, 2,  DoNothing()
17.361720, 58.522564, 0, 1, 2,  DoNothing()
18.863677, 44.650529, 0, 1, 2,  DoNothing()
19.294431, 41.722537, 0, 1, 2,  DoNothing()
17.724492, 43.730170, 0, 1, 2,  DoNothing()
16.294514, 59.712584, 0, 1, 2,  DoNothing()
19.878533, 47.776650, 0, 1, 2,  DoNothing()
21.059276, 52.141289, 0, 1, 2,  DoNothing()
16.547866, 47.877267, 0, 1, 2,  DoNothing()
15.111745, 43.972041, 0, 1, 2,  DoNothing()
17.217216, 49.006905, 0, 1, 2,  DoNothing()
19.860081, 52.310777, 0, 1, 2,  DoNothing()
18.336213, 46.587372, 0, 1, 2,  DoNothing()
17.772249, 43.882466, 0, 1, 2,  DoNothing()
19.279292, 43.742717, 0, 1, 2,  DoNothing()
14.949727, 49.658744, 0, 1, 2,  DoNothing()
20.748746, 58.008001, 0, 1, 2,  DoNothing()
16.744019, 61.158663, 0, 1, 2,  DoNothing()
14.180860, 55.183640, 0, 1, 2,  DoNothing()
16.240481, 46.111126, 0, 1, 2,  DoNothing()
18.625787, 45.095136, 0, 1, 2,  DoNothing()
17.282599, 48.878509, 0, 1, 2,  DoNothing()
20.841284, 53.416765, 0, 1, 2,  DoNothing()
19.189611, 51.776801, 0, 1, 2,  DoNothing()
21.867896, 48.660801, 0, 1, 2,  DoNothing()
18.186138, 50.392886, 0, 1, 2,  DoNothing()
17.668417, 49.919307, 0, 1, 2,  DoNothing()
17.792039, 55.167920, 0, 1, 2,  DoNothing()
15.800124, 47.895888, 0, 1, 2,  DoNothing()
15.216867, 50.838434, 0, 1, 2,  DoNothing()
18.898410, 44.945653, 0, 1, 2,  DoNothing()
18.826442, 50.753328, 0, 1, 2,  DoNothing()
19.426945, 60.686802, 0, 1, 2,  DoNothing()
20.577206, 43.686202, 0, 1, 2,  DoNothing()
15.156234, 46.291849, 0, 1, 2,  DoNothing()
19.242220, 46.036431, 0, 1, 2,  DoNothing()
16.431204, 46.198817, 0, 1, 2,  DoNothing()
14.735829, 51.556981, 0, 1, 2,  DoNothing()
21.435790, 51.680470, 0, 1, 2,  DoNothing()
17.233761, 50.531382, 0, 1, 2,  DoNothing()
18.286911, 50.369238, 0, 1, 2,  DoNothing()
20.178755, 53.006072, 0, 1, 2,  DoNothing()
18.638395, 49.761343, 0, 1, 2,  DoNothing()
14.851300, 43.519636, 0, 1, 2,  DoNothing()
20.115904, 54.785381, 0, 1, 2,  DoNothing()
16.983920, 42.509748, 0, 1, 2,  DoNothing()
18.493328, 57.511228, 0, 1, 2,  DoNothing()
21.840347, 50.535998, 0, 1, 2,  DoNothing()
19.005423, 43.682626, 0, 1, 2,  DoNothing()
17.050613, 48.263888, 0, 1, 2,  DoNothing()
16.063274, 53.794668, 0, 1, 2,  DoNothing()
13.481088, 42.132670, 0, 1, 2,  DoNothing()
16.997627, 55.752593, 0, 1, 2,  DoNothing()
19.106843, 50.507302, 0, 1, 2,  DoNothing()
15.311293, 45.694669, 0, 1, 2,  DoNothing()
16.464179, 44.322463, 0, 1, 2,  DoNothing()
16.569312, 45.972116, 0, 1, 2,  DoNothing()
18.706642, 45.234662, 0, 1, 2,  DoNothing()
18.016560, 54.650961, 0, 1, 2,  DoNothing()
19.160058, 52.247280, 0, 1, 2,  DoNothing()
18.594389, 46.404673, 0, 1, 2,  DoNothing()
21.550504, 49.984040, 0, 1, 2,  DoNothing()
16.041232, 50.324209, 0, 1, 2,  DoNothing()
15.384611, 49.098655, 0, 1, 2,  DoNothing()
21.376434, 51.968681, 0, 1, 2,  DoNothing()
19.514810, 52.214204, 0, 1, 2,  DoNothing()
18.117523, 49.744399, 0, 1, 2,  DoNothing()
20.455848, 50.114059, 0, 1, 2,  DoNothing()
14.984694, 49.835881, 0, 1, 2,  DoNothing()
21.020262, 54.935414, 4, 2, 2,  TurnOn()
18.481286, 54.053457, 0, 2, 2,  DoNothing()
16.926774, 42.685420, 0, 2, 2,  DoNothing()
22.432530, 44.070719, 0, 2, 2,  DoNothing()
16.260793, 59.932887, 0, 2, 2,  DoNothing()
18.296602, 65.727158, 0, 2, 2,  DoNothing()
18.720344, 48.350303, 0, 2, 2,  DoNothing()
17.975358, 47.370604, 0, 2, 2,  DoNothing()
21.660356, 59.400840, 0, 2, 2,  DoNothing()
18.162732, 45.023690, 0, 2, 2,  DoNothing()
18.584215, 52.281263, 0, 2, 2,  DoNothing()
12.125517, 52.595707, 0, 2, 2,  DoNothing()
14.804052, 54.432734, 0, 2, 2,  DoNothing()
16.550511, 47.959940, 0, 2, 2,  DoNothing()
18.482131, 50.565173, 0, 2, 2,  DoNothing()
18.279138, 50.834698, 0, 2, 2,  DoNothing()
20.845964, 55.769683, 0, 2, 2,  DoNothing()
17.628660, 55.661596, 0, 2, 2,  DoNothing()
17.799457, 50.426269, 0, 2, 2,  DoNothing()
13.872311, 55.002551, 0, 2, 2,  DoNothing()
17.329293, 43.349678, 0, 2, 2,  DoNothing()
16.963070, 55.234707, 0, 2, 2,  DoNothing()
16.947180, 55.332458, 0, 2, 2,  DoNothing()
19.154942, 48.465718, 0, 2, 2,  DoNothing()
16.389731, 50.183654, 0, 2, 2,  DoNothing()
18.207162, 50.440263, 0, 2, 2,  DoNothing()
17.434327, 47.520031, 0, 2, 2,  DoNothing()
17.632703, 59.005539, 0, 2, 2,  DoNothing()
17.323893, 42.068641, 0, 2, 2,  DoNothing()
16.336273, 42.194641, 0, 2, 2,  DoNothing()
15.981562, 44.401165, 0, 2, 2,  DoNothing()
18.567484, 42.766814, 0, 2, 2,  DoNothing()
16.318179, 43.707078, 0, 2, 2,  DoNothing()
16.436534, 48.106714, 0, 2, 2,  DoNothing()
13.954364, 44.438615, 0, 2, 2,  DoNothing()
16.648088, 58.118645, 0, 2, 2,  DoNothing()
19.052668, 46.477205, 0, 2, 2,  DoNothing()
19.757903, 50.126015, 0, 2, 2,  DoNothing()
16.067261, 54.116540, 0, 2, 2,  DoNothing()
18.630305, 54.900704, 0, 2, 2,  DoNothing()
18.120615, 53.301478, 0, 2, 2,  DoNothing()
17.745507, 42.527761, 0, 2, 2,  DoNothing()
18.801153, 49.577937, 0, 2, 2,  DoNothing()
24.150199, 48.769512, 0, 2, 2,  DoNothing()
